Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
MatrixPrisoner,"I have been on low dose Adderall for the past 4 years. 5 to 7.5mg a day. I think it, along with the plethora of other SSRIs under the sun that I have tried, has finally messed up my dopamine pathways as well, where anhedonia has set in. Adderall used to be the supreme anti-depressant that I could instantly feel the effects of, but sadly that is no longer the case.

When I was on Venlafaxine my libidio was completely stripped. But it wasn't such a bad thing because Adderall made me horny as hell. The inability to be sexually aroused was good for my sexual frustrations. Luckily shortly after gettting off it, my libido recovered somewhat.

For what it's worth, you may want to give magnesium supplements a shot for your sleep complications. Ever since I started taking it at night, I have found that I can fall asleep easier and have started having vivid dreams again. They're not always the best dreams, but it is better than before when I wasn;t having any dreams at all.","Dec 26, 2023 at 11:03 AM",,2291771,PSSD is one of the cruelest thing on earth,,,,,,,,60,1,2024-10-02T04:21:50.064951Z,54,44.953,no enough information,2024-10-02T04:21:50.065950Z,5
baabbaabbaab,"Same as you : PSSD, akathisia, dysautonomia + POTS and an handful of other joyful symptoms and diagnostics. I didn't know that human suffering could reach such a point where suicide is the only answer.

Akathisia should be a perfect reason for assisted suicide, yet, since it's not recognized or diagnosed, it will (and still is) be labelled as a psychiatric disorder though your nervous system has been damaged, injured...

I love life, I had a life ahead of me despite all my troubles...

If you don't feel good, don't read the following. It gives a quick look at how fast psych drugs can induce suicide (first link) and how torturous akathisia is (2nd link).

Stolen Lives | Antidepressant Risks | UK
Personal accounts of how lives have been stolen by antidepressants
www.antidepressantrisks.org
https://www.gofundme.com/f/to-end-medication-induced-torture-and-suicide (gofundme is long over but the description is exhaustive about this issue)","Dec 26, 2023 at 11:38 AM",,2291813,PSSD is one of the cruelest thing on earth,,,,,,,,61,1,2024-10-02T17:51:06.761487Z,55,88.559,no enough information,2024-10-02T17:51:06.761487Z,5
Suicidebydeath,"I think I might have PSSD, I looked at the symptoms here:
Post-SSRI Sexual Dysfunction (PSSD) - RxISK
Post-SSRI sexual dysfunction (PSSD) is a condition in which sexual function does not return to normal after the use of SSRIs and related antidepressants.
rxisk.org

And I have most of them except ED and possibly decreased libido. Basically all of the tactile symptoms. It does suck. I think I was on citalopram once, I don't remember if it was before or after, it was a long time ago. It also sucked because it didn't do anything/didn't work anyway. I've reported it a few times:

1. The first time I was told it was normal. So I ignored it for a long time.
2. I spoke to a friend on a social app and he said it wasn't normal. So the second time I reported it I was told it was probably a mental block of stimulus and was told to take a Viagra alternative. Again which did absolutely nothing.
3. I've also mentioned it recently, this time to a male doctor, and he told me to make an appointment about it, I haven't yet.

As far as I can google, it's untreatable and the only thing you can do is prevent getting it in the first place. I basically suffer from full anhedonia and while I can live with that, I think it would've been nice to be able to feel things, and have a bit of motivation too. I don't know whether I got PSSD from drugs (it's possible my family drugged me without my knowledge & consent, I come from abusive family anyway), or something else though. It's possible childhood psych prescribed something which I took maybe once and don't remember too.","Mar 11, 2024 at 2:17 PM",,2399104,PSSD is one of the cruelest thing on earth,,,,,,,,62,1,2024-10-02T17:53:24.957507Z,56,93.518,no enough information,2024-10-02T17:53:24.957507Z,5
walkingdead2023,"It's not even possible to enjoy life under those circumstances! Sorry for your pain..,","Mar 11, 2024 at 2:21 PM",2270826,2399109,PSSD is one of the cruelest thing on earth,,,,,,,,63,1,2024-10-02T17:54:12.451575Z,57,9.57,supportive,2024-10-02T18:26:09.759174Z,5
EternalHappiness,"Hi - are you still here? Also, are you me? I also have PSSD, POTS/dysautonomia induced by SSRI's. Has anything helped you?","Jul 15, 2024 at 2:37 AM",2291813,2596783,PSSD is one of the cruelest thing on earth,,,,,,,,64,1,2024-10-02T17:54:30.268574Z,58,9.066,no enough information,2024-10-02T17:54:30.268574Z,5
baabbaabbaab,"Nope, nothing helped

I'm even worse than before, if that is possible...

Actually, I've been suffering from neurotoxicity from fluoroquinolones + poly medication of psy drugs... That's what I've discovered in the meantime.","Jul 17, 2024 at 4:45 AM",2596783,2599219,PSSD is one of the cruelest thing on earth,,,,,,,,65,1,2024-10-02T17:54:51.757020Z,59,12.795,no enough information,2024-10-02T17:54:51.757020Z,5
EternalHappiness,I'm so sorry to hear. Have you been evaluated for any form of neuropathy?,"Jul 17, 2024 at 10:11 PM",2599219,2600099,PSSD is one of the cruelest thing on earth,,,,,,,,66,1,2024-10-02T17:56:36.289274Z,60,97.976,supportive,2024-10-02T18:26:23.745222Z,5
Wolf Girl,"I watch everybody else pair off as friends and partners, but I'm never chosen.

It hurts to watch my coworker quickly become close with a new coworker. Not out of jealousy, but envy that people can somehow just meet people they sync up with so easily when it never happens to me anymore.

I really would love to be someone's choice. It wouldn't cure my pain, but it could make it worth tolerating.","Jun 21, 2024 at 5:54 AM",,2568972,Why is it never me?,,,,,,,,67,1,2024-10-02T17:57:18.893887Z,61,33.797,no enough information,2024-10-02T17:57:18.893887Z,5
KillingPain267,Society doesn't understand people who have social anxiety,"Jun 21, 2024 at 8:16 AM",,2569110,Why is it never me?,,,,,,,,72,1,2024-10-02T17:59:57.976747Z,66,6.541,no enough information,2024-10-02T17:59:57.976747Z,5
Excalibur,"I apologize in advance if this is a misunderstanding. For a year now, I've been following a blonde TikToker from Florida. Her name starts with A, she's slim. She disappeared months ago and I think she might have serious depression problems and maybe even considered suicide. When I read your nickname, I thought it would be exactly the nickname she would choose. If what I'm saying makes sense to you, I'm asking for a chance to get to know each other and be together.

If you are the one I think you are, I also dedicated the Twilight song to you on TikTok.

I know this seems like a message from a strange person, but I'm a nice and funny guy. I have a great desire to travel, live, and love. I realize that all this is very cringe...","Jul 9, 2024 at 6:51 PM",2568972,2591015,Why is it never me?,,,,,,,,73,1,2024-10-02T18:00:48.077132Z,67,41.417,no enough information,2024-10-02T18:00:48.077132Z,5
biboty,"I was once someone's choice, but then I was discarded, I can understand how you feel. It's not easy, I never found someone to be my friend again","Jul 9, 2024 at 6:59 PM",,2591020,Why is it never me?,,,,,,,,74,1,2024-10-02T18:01:09.700419Z,68,14.879.999.999.999.900,supportive,2024-10-02T18:16:50.186554Z,5
-nobodyknows-,"Well, shit, I know all about this. It's a huge part of why I want to die.

It's even worse when you make an effort to try and be normal and things still don't change. Asking people out, being turned down for whatever reason, and then seeing them with someone else a few months later also really sucks.

I don't blame anyone for it though. Some things just aren't meant to be. Unfortunately, if that's my lot in life, I don't think I can handle it.","Jul 9, 2024 at 7:30 PM",,2591048,Why is it never me?,,,,,,,,75,1,2024-10-02T18:01:57.007742Z,69,63.449,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-02T18:17:27.432370Z,1
EvisceratedJester,"Are you seriously trying to hit on the OP because you assume that she is some random ass TikToker who you happen to have a crush on? Not to be rude, but this is very strange and kind of off-putting...","Jul 9, 2024 at 7:44 PM",2591015,2591058,Why is it never me?,,,,,,,,76,1,2024-10-02T18:02:23.970999Z,70,18.11,no enough information,2024-10-02T18:02:23.970999Z,5
MatrixPrisoner,"I don't mean to be superficial, but how are you as far looks go?","Jul 9, 2024 at 7:59 PM",,2591070,Why is it never me?,,,,,,,,77,1,2024-10-02T18:02:40.136682Z,71,7.407,no enough information,2024-10-02T18:02:40.136682Z,5
Wolf Girl,I don't have a problem getting laid.,"Jul 17, 2024 at 1:05 AM",2591070,2599094,Why is it never me?,,,,,,,,78,1,2024-10-02T18:03:00.329166Z,72,11.485,no enough information,2024-10-02T18:03:00.329166Z,5
untothedepths,"Socializing is a lot harder than people make it out to be, especially if you have trouble navigating that. All my life I have had a hard time socializing, and I still do. Perhaps if you have trouble with making IRL friends, it might not hurt to try to make online friendships. It can be a wonderful thing, but it can be just as bad too. The upside is, you'll meet lots of other people in a quicker amount of time, downside is you don't really get to do any IRL activities without meeting up and spending money on them. I would still have a healthy boundary for yourself when going into online friendships. Just because its online, doesn't mean it cannot hurt you.","Jul 17, 2024 at 1:14 AM",,2599100,Why is it never me?,,,,,,,,79,1,2024-10-02T18:03:55.768647Z,73,39.909,supportive,2024-10-02T18:16:33.313076Z,5
Neon Grave,"I feel this. It's so discouraging and soul crushing. I've tried to mimic how people make socialize, interact, make connections... It seems to work for everyone except me. I don't understand. I say nice things and give people gifts, but they don't reciprocate. I tell jokes but they don't laugh, even if they thought something similar was funny when told by another person. I try to give advice when they complain about things, but they never accept it or try to make changes.

I want people to like me. I want to feel included. But no matter what I do I'm never ""seen"" by others.","Jul 17, 2024 at 1:38 AM",,2599116,Why is it never me?,,,,,,,,80,1,2024-10-02T18:04:54.224792Z,74,59.717,supportive,2024-10-02T18:18:13.566798Z,5
